Mean,std,Entropy,RMS,Kurtios,HMI1,HMI2,HMI3,HMI4,Area,Perimeter,Circle,Convex Area,Solidity,Equivalent Diameter,Major Axis,Minor Axis,contrast1,contrast2,contrast3,contrast4,dissimilarity1,dissimilarity2,dissimilarity3,dissimilarity4,homogeneity1,homogeneity2,homogeneity3,homogeneity4,energy1,energy2,energy3,energy4,correlation1,correlation2,correlation3,correlation4,Class
55.21254364795815,46.05656530984798,5.375762140472517,9.302612262504676,-0.6286780049593936,2.75290463206583,8.030956931432149,11.070417170280026,11.550218831886273,10522.7,1370.4543742179872,0.10840894004670905,58857.3,0.49117423618762873,94.17757293324973,148.1402624130249,261.92918701171874,140.01332533013993,183.90267392538462,114.98641563220765,190.45588278162498,3.8318054494527636,4.735314909556748,3.082982452313059,4.85958794292078,0.5680437473865726,0.5113259813897446,0.5966847880040006,0.5133247443964319,0.17749871286268484,0.17232847480862518,0.1803254783571871,0.17164083635936844,0.9693167389642232,0.9596362312300145,0.974817606162397,0.9581979040902932,0
76.03727337212658,79.56599039998575,5.7816406411856835,7.635726261971035,-0.8778425610911338,2.904895307527096,7.803626705208997,12.448358954236317,12.308772604304949,4735.0,662.1391710639,0.14086892885373178,11498.25,0.4819721682187729,74.8142049068652,86.2923526763916,150.85417556762695,368.2734192306331,502.9551359586447,325.90453875359117,512.597992007887,6.768184388708543,8.761257157731313,6.198473078363165,8.872274703739828,0.4729121754429,0.43444349734885007,0.4824710951144536,0.43299145962867874,0.23015015840201794,0.2212207695648837,0.23277749095931102,0.2210425312969618,0.9696767763861742,0.9585548914339518,0.9731798313879657,0.9577602893168315,0
53.65205341395818,59.587602695547645,4.946379384838549,10.302397551719746,2.218935916837343,2.7799106122138313,7.267831376377842,10.447365600868759,12.24954935706651,10367.875,2149.829939097166,0.11405386523229014,45239.5,0.3750902520440794,103.59599091827548,170.22516632080078,225.54549407958984,411.97480338878256,551.4394104620205,339.4747923254899,556.2204935079395,6.668132109223742,8.84431003584409,6.03171410499623,8.78403749915633,0.5577063377399117,0.48642357405791187,0.5648172343090779,0.49022668337111674,0.23207122315115739,0.22064946711699995,0.2336487242479507,0.22164600854305594,0.9494989832334344,0.9323495309235836,0.9583992219007385,0.931762988676847,0
49.23115950226244,42.645216888055685,6.123446328520414,10.533521421130342,-1.392568962464916,2.778615552464119,7.928608479721014,10.892414063316451,12.09235819680312,9536.166666666666,1908.9257847865422,0.06884603370558334,21610.833333333332,0.5307391883169464,99.22537215422098,110.19316736857097,147.6783930460612,427.3924731182916,535.3927518916918,361.15743764171594,535.8511691415064,8.527743750283625,10.43154121863827,7.879727891156238,10.319736018661079,0.47764240396102997,0.44944275266656103,0.47895993594537883,0.4504514244951781,0.37413305953357434,0.36563725454927676,0.3792096712964086,0.3676408119589444,0.9136665728971533,0.8913869728057565,0.9270969855821012,0.8912940689319905,0
77.26138507718696,83.70550665923865,6.0176684907488855,7.9352020383456745,-0.7746758635460109,2.9967754139153926,7.602489721683345,11.633094415202283,12.014271104783676,18001.0,772.38181245327,0.37917737741434004,19044.0,0.9452320940978786,151.39215648367542,139.05581665039062,166.61917114257812,753.4615191865545,996.3406375934026,644.7596212255895,997.6116508346217,11.950923539516115,14.913752158892247,10.60711095229491,14.9672927461117,0.4734938307494029,0.4472302145009885,0.49008780725751067,0.4444367288255979,0.3127928076104168,0.3049379598488325,0.31793434123245146,0.30230305744653,0.923784260999967,0.8984799439327643,0.9348939172145072,0.8983504366832803,0
47.54401975308642,68.48623949767531,3.884842720834727,5.812269695424128,0.9011687762999072,2.8517911553173203,7.639019928328271,11.01139855518452,12.427931507220803,7266.5,374.8044455051422,0.46309202832400337,7985.666666666667,0.7549426665009201,80.36205907013893,76.0148811340332,103.83980051676433,682.8466097676312,914.6291335453803,643.8669956573056,922.3522655008618,10.218824087244707,12.931597774246026,9.721634425581902,13.019435612083585,0.5165072442343216,0.48849535576882636,0.5212902454651298,0.4867604705591638,0.32380378428373835,0.3127293782589751,0.32534794802997047,0.311687577713491,0.9185953939560448,0.8900908591506068,0.9232613229006574,0.8891627859384584,0
29.718652053413958,36.33193738672266,5.403721508970873,7.588508405052672,1.4862130762011025,2.5574636495529712,6.971639647381459,10.376528609480594,11.64642254421223,7663.5,2376.8439168930054,0.017046518695441555,164518.5,0.04658138750353304,98.77991319634737,444.2385559082031,518.0721435546875,228.22156581983396,317.0699706200881,200.1724137931137,316.8178014879148,4.473132754289159,5.950853048812414,4.282744906443276,6.02634743913595,0.45037775549640857,0.38624559867473285,0.45384525626751204,0.3842323188650075,0.11394189513872005,0.10738124279434443,0.11416474116516954,0.10697724055200625,0.943064852521965,0.9208956629682715,0.9501055093292154,0.9209585754919007,0
29.718652053413958,36.33193738672266,5.403721508970873,7.588508405052672,1.4862130762011025,2.5574636495529712,6.971639647381459,10.376528609480594,11.64642254421223,7663.5,2376.8439168930054,0.017046518695441555,164518.5,0.04658138750353304,98.77991319634737,444.2385559082031,518.0721435546875,228.22156581983396,317.0699706200881,200.1724137931137,316.8178014879148,4.473132754289159,5.950853048812414,4.282744906443276,6.02634743913595,0.45037775549640857,0.38624559867473285,0.45384525626751204,0.3842323188650075,0.11394189513872005,0.10738124279434443,0.11416474116516954,0.10697724055200625,0.943064852521965,0.9208956629682715,0.9501055093292154,0.9209585754919007,0
32.141441169060215,33.72474047147148,5.565592302189131,8.94465528406029,2.274833854083343,2.553793290254379,6.963750210155743,10.888038650589515,10.022878549921145,,,,,,,,,220.8343987875711,300.2262435264495,175.55533525594726,296.3160045422609,4.2184989760476235,5.6539546807525305,3.772230233117058,5.59076753669097,0.4840744381105642,0.40379559648112145,0.489884788962249,0.4046582952405958,0.10604220317685104,0.09869082062251086,0.10660790226517448,0.09914634337127386,0.9301919647026886,0.9049426967809833,0.9444983112383063,0.906180775998311,0
32.141441169060215,33.72474047147148,5.565592302189131,8.94465528406029,2.274833854083343,2.553793290254379,6.963750210155743,10.888038650589515,10.022878549921145,,,,,,,,,220.8343987875711,300.2262435264495,175.55533525594726,296.3160045422609,4.2184989760476235,5.6539546807525305,3.772230233117058,5.59076753669097,0.4840744381105642,0.40379559648112145,0.489884788962249,0.4046582952405958,0.10604220317685104,0.09869082062251086,0.10660790226517448,0.09914634337127386,0.9301919647026886,0.9049426967809833,0.9444983112383063,0.906180775998311,0
