,Mean,std,Entropy,RMS,Kurtios,HMI1,HMI2,HMI3,HMI4,Area,Perimeter,Circle,Convex Area,Solidity,Equivalent Diameter,Major Axis,Minor Axis,Class
0,69.6936,60.98867151966732,6.6142869701321345,9.041661396907458,0.41533029090084517,2.785595285425888,10.037520927199877,10.661999988884464,11.185944563957372,5827.8,795.9749117612839,0.3028500305044158,16623.1,0.5992086349659702,72.05214791443044,96.30353240966797,119.38157119750977,0
1,42.08838367346939,50.35668271886774,6.55308600723532,8.875128742958134,5.073736345598828,2.6176683301319605,7.231272684696367,9.914339528835363,9.868267650262778,1616.0,592.9848417043686,0.05775160214515837,5180.5,0.3119390020268314,45.36028113109555,50.36117172241211,109.41376495361328,0
2,55.21254364795815,46.05656530984798,5.375762140472517,9.302612262504676,-0.6286780049593936,2.75290463206583,8.030956931432149,11.070417170280026,11.550218831886273,10522.7,1370.4543742179872,0.10840894004670905,58857.3,0.49117423618762873,94.17757293324973,148.1402624130249,261.92918701171874,0
3,76.03727337212658,79.56599039998575,5.7816406411856835,7.635726261971035,-0.8778425610911338,2.904895307527096,7.803626705208997,12.448358954236317,12.308772604304949,4735.0,662.1391710639,0.14086892885373178,11498.25,0.4819721682187729,74.8142049068652,86.2923526763916,150.85417556762695,0
4,49.95790421981532,48.43981275118338,5.764681301080783,10.755480023000997,1.4677163785216116,2.7206407197943876,7.12290177602713,10.259218430496093,11.235535919071774,5182.666666666667,720.4667548338572,0.13013455636924098,11052.666666666666,0.46997697815647,71.31544532479235,136.36710039774576,217.95440800984701,0
5,53.65205341395818,59.587602695547645,4.946379384838549,10.302397551719746,2.218935916837343,2.7799106122138313,7.267831376377842,10.447365600868759,12.24954935706651,10367.875,2149.829939097166,0.11405386523229014,45239.5,0.3750902520440794,103.59599091827548,170.22516632080078,225.54549407958984,0
6,49.23115950226244,42.645216888055685,6.123446328520414,10.533521421130342,-1.392568962464916,2.778615552464119,7.928608479721014,10.892414063316451,12.09235819680312,9536.166666666666,1908.9257847865422,0.06884603370558334,21610.833333333332,0.5307391883169464,99.22537215422098,110.19316736857097,147.6783930460612,0
7,77.26138507718696,83.70550665923865,6.0176684907488855,7.9352020383456745,-0.7746758635460109,2.9967754139153926,7.602489721683345,11.633094415202283,12.014271104783676,18001.0,772.38181245327,0.37917737741434004,19044.0,0.9452320940978786,151.39215648367542,139.05581665039062,166.61917114257812,0
8,53.55727407407407,54.583642497752145,6.006889603118145,8.659079299844045,0.541538482849103,2.684181329389521,7.891258336230027,10.48806291262995,11.063600381982054,,,,,,,,,0
9,95.26914817465999,50.169574611517525,7.299455511565922,9.603610813157752,-0.6440959787953524,2.8973910151906854,8.560014774472297,11.495477348299191,12.450612815004483,30728.0,1283.082382440567,0.23454980403800357,35222.5,0.8723969053871815,197.79814137302222,163.88070678710938,244.77850341796875,0
